country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Cuba,1976,CUB,9600861.0,35656548352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.982,0.105,284.667,2.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1977,CUB,9672548.0,37306540032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.936,0.244,307.807,2.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1978,CUB,9729986.0,39617818624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.25,-0.186,286.866,2.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1979,CUB,9774711.0,40596013056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,285.553,2.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1980,CUB,9809115.0,39614689280.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,13599.032,3.367,,,,,,,,,,,,,,,,,18.786,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.703,1.108,397.527,3.899,,,,,,,,,,,,,,,133.394,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1981,CUB,9848561.0,42900520960.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.633,2.178,13765.684,3.16,,,,,,,,,,,,,,,-50.0,-0.092,9.355,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.409,2.044,603.439,5.943,,,,,,,,,,,,,,,135.572,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1982,CUB,9908882.0,43936702464.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,8.242,11.173,14809.497,3.34,,,,,,,,,,,,,,,0.0,0.0,9.298,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.056,1.37,738.049,7.313,,,,,,,,,,,,,,,146.746,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1983,CUB,9984591.0,46518333440.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-7.949,-11.665,13528.895,2.904,,,,,,,,,,,,,,,0.0,0.0,9.228,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.725,1.369,869.601,8.683,,,,,,,,,,,,,,,135.08,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1984,CUB,10065537.0,50424131584.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,3.616,4.885,13905.373,2.776,,,,,,,,,,,,,,,-66.667,-0.061,3.051,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.944,2.079,1069.15,10.762,,,,,,,,,,,,,,,139.965,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1985,CUB,10149048.0,51630080000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.675,2.344,14021.914,2.756,,,,,,,,,,,,,,,100.0,0.031,6.052,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.765,1.804,1238.124,12.566,,,,,,,,,,,,,,,142.309,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1986,CUB,10235476.0,51678724096.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,2.627,3.738,14268.729,2.826,,,,,,,,,,,,,,,0.0,0.0,6.001,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.462,0.686,1294.73,13.252,,,,,,,,,,,,,,,146.047,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1987,CUB,10326905.0,50233470976.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-1.501,-2.192,13930.179,2.864,,,,,,,,,,,,,,,300.0,0.184,23.792,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1283.267,13.252,,,,,,,,,,,,,,,143.856,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1988,CUB,10425438.0,51847708672.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.444,2.078,13997.797,2.815,,,,,,,,,,,,,,,-12.5,-0.031,20.621,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.275,-2.024,1076.975,11.228,,,,,,,,,,,,,,,145.933,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1989,CUB,10527187.0,52350599168.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.973,2.88,14136.041,2.843,,,,,,,,,,,,,,,57.143,0.123,32.091,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.273,-0.031,1063.652,11.197,,,,,,,,,,,,,,,148.813,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1990,CUB,10626679.0,49943662592.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-2.09,-3.11,13711.038,2.917,,,,,,,,,,,,,,,3.636,0.012,32.947,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.113,-0.684,989.283,10.513,,,,,,,,,,,,,,,145.703,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1991,CUB,10713809.0,42598297600.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-6.947,-10.122,12654.743,3.183,,,,,,,,,,,,,,,3.509,0.012,33.825,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,981.238,10.513,,,,,,,,,,,,,,,135.581,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1992,CUB,10783745.0,36651618304.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-11.019,-14.939,11187.328,3.292,,,,,,,,,,,,,,,3.39,0.012,34.745,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.331,1.401,1104.838,11.914,,,,,,,,,,,,,,,120.641,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1993,CUB,10840934.0,28833505280.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-2.269,-2.738,10875.773,4.089,,,,,,,,,,,,,,,2.459,0.009,35.412,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.707,2.705,1348.557,14.62,,,,,,,,,,,,,,,117.904,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1994,CUB,10887204.0,29226991616.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.089,1.284,10947.53,4.078,,,,,,,,,,,,,,,-2.4,-0.009,34.415,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.727,2.738,1594.304,17.358,,,,,,,,,,,,,,,119.188,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1995,CUB,10926708.0,31242330112.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1.95,2.325,11120.69,3.889,,,,,,,,,,,,,,,18.722,0.07,40.71,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.968,1.21,1699.236,18.567,,,,,,,,,,,,,,,121.513,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1996,CUB,10963036.0,35625750528.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,3.121,3.792,11429.737,3.517,,,,,,,,,,,,,,,4.843,0.022,42.54,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.921,2.956,1963.247,21.523,,,,,,,,,,,,,,,125.305,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1997,CUB,10998130.0,37729136640.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,10.052,12.596,12538.545,3.655,,,,,,,,,,,,,,,1644.186,7.668,739.616,8.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239,0.267,1981.237,21.79,,,,,,,,,,,,,,,137.901,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1998,CUB,11033762.0,37789593600.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-4.871,-6.717,11889.271,3.471,,,,,,,,,,,,,,,-46.667,-3.796,393.188,4.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.714,0.591,2028.443,22.381,,,,,,,,,,,,,,,131.183,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,1999,CUB,11070093.0,40250896384.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-13.478,-17.681,10253.048,2.82,,,,,,,,,,,,,,,25.0,1.085,489.872,5.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.369,4.559,2433.594,26.94,,,,,,,,,,,,,,,113.502,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,2000,CUB,11105799.0,44692111360.0,,,,,0.0,0.0,0.0,,695.56,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.19,14.19,,-3.289,-3.733,9883.993,2.456,,,1269.607,14.1,,,99.366,,,,,0.0,0.0,,20.0,1.085,585.956,6.508,0.0,,9.87,,,,8.104,0.09,,0.634,,,,,8.104,0.09,,0.634,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1269.607,14.1,,6.186,1.666,2575.825,28.607,99.366,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1277.711,109.77,,,,8.104,0.09,,0.634,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2001,CUB,11139130.0,47301967872.0,,,,,0.0,0.0,0.0,,696.676,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.44,14.44,,-7.907,-8.679,9075.244,2.137,,,1290.047,14.37,,,99.515,,,,,0.0,0.0,,-50.0,-3.254,292.102,3.254,0.0,,10.06,,,,6.284,0.07,,0.485,,,,,6.284,0.07,,0.485,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1290.047,14.37,,19.635,5.617,3072.375,34.224,99.515,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1296.331,101.09,,,,6.284,0.07,,0.485,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2002,CUB,11170054.0,48976941056.0,,,,,0.0,0.0,0.0,,695.476,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.81,14.81,,1.196,1.21,9158.403,2.089,,,1316.914,14.71,,,99.325,,,,,0.0,0.0,,16.667,0.542,339.842,3.796,0.0,,10.3,,,,8.953,0.1,,0.675,,,,,8.953,0.1,,0.675,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1316.914,14.71,,-5.408,-1.851,2898.169,32.373,99.325,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1325.866,102.3,,,,8.953,0.1,,0.675,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2003,CUB,11199215.0,50659545088.0,,,,,0.0,0.0,0.0,,681.635,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.92,14.92,,1.504,1.539,9271.938,2.05,,,1320.628,14.79,,,99.129,,,,,76.791,0.86,,5.714,0.217,358.326,4.013,5.764,,10.17,,,,11.608,0.13,,0.871,,,,,11.608,0.13,,0.871,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1243.837,13.93,,16.643,5.388,3371.695,37.76,93.365,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1332.236,103.838,,,,11.608,0.13,,0.871,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2004,CUB,11225296.0,51357048832.0,,,,,0.0,0.0,0.0,,684.068,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.75,14.75,,1.25,1.298,9365.984,2.047,,,1305.979,14.66,,,99.39,,,,,75.722,0.85,,0.0,0.0,357.493,4.013,5.763,,10.09,,,,8.018,0.09,,0.61,,,,,8.018,0.09,,0.61,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1230.257,13.81,,5.296,2.0,3542.007,39.76,93.627,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1313.997,105.136,,,,8.018,0.09,,0.61,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2005,CUB,11246113.0,53114044416.0,,,,,222.299,2.5,17.301,,606.228,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,14.45,14.45,,-1.599,-1.681,9199.146,1.948,,,1056.365,11.88,,,82.215,,,,,56.909,0.64,,8.108,0.325,385.764,4.338,4.429,,8.76,,,,6.224,0.07,,0.484,,,,,228.523,2.57,,17.785,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,999.456,11.24,,-10.019,-3.983,3181.246,35.777,77.785,,,2.5,0.0,,,222.299,0.0,,17.301,0.0,,1284.888,103.455,,,,228.523,2.57,,17.785,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2006,CUB,11260636.0,61018247168.0,,,,,128.767,1.45,9.355,,643.871,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,15.5,15.5,,-2.531,-2.619,8954.739,1.653,,,1239.717,13.96,,,90.065,,,,,49.731,0.56,,0.0,0.0,385.266,4.338,3.613,,9.98,,,,7.992,0.09,,0.581,,,,,136.76,1.54,,9.935,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1189.986,13.4,,-1.196,-0.428,3139.153,35.349,86.452,,,1.45,0.0,,,128.767,0.0,,9.355,0.0,,1376.476,100.836,,,,136.76,1.54,,9.935,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2007,CUB,11269890.0,63463485440.0,,,,,160.605,1.81,10.904,,636.747,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,16.6,16.6,,0.997,1.006,9036.614,1.605,,,1301.699,14.67,,,88.373,,,,,50.577,0.57,,42.12,1.827,547.092,6.166,3.434,,10.57,,,,10.648,0.12,,0.723,,,,,171.253,1.93,,11.627,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1251.121,14.1,,-2.14,-0.756,3069.464,34.593,84.94,,,1.81,0.0,,,160.605,0.0,,10.904,0.0,,1472.951,101.842,,,,171.253,1.93,,11.627,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2008,CUB,11276607.0,67603095552.0,,,,,161.396,1.82,10.918,,634.673,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,16.67,16.67,,14.392,14.657,10330.99,1.723,,,1303.584,14.7,,,88.182,,,,,51.434,0.58,,93.333,5.755,1057.081,11.92,3.479,,10.58,,,,12.415,0.14,,0.84,,,,,174.698,1.97,,11.818,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1252.15,14.12,,3.661,1.266,3179.936,35.859,84.703,,,1.82,0.0,,,161.396,0.0,,10.918,0.0,,1478.281,116.499,,,,174.698,1.97,,11.818,,,,,0.0,0.0,,0.0,,,,,0.887,0.01,,0.06,
Cuba,2009,CUB,11283184.0,70355910656.0,,,,,154.212,1.74,10.413,,637.941,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,16.71,16.71,,0.751,0.874,10402.473,1.668,,,1313.459,14.82,,,88.689,,,,,48.745,0.55,,0.0,0.0,1056.465,11.92,3.291,,10.66,,,,13.294,0.15,,0.898,,,,,167.506,1.89,,11.311,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1264.714,14.27,,-7.929,-2.843,2926.079,33.015,85.398,,,1.74,0.0,,,154.212,0.0,,10.413,0.0,,1480.965,117.373,,,,167.506,1.89,,11.311,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Cuba,2010,CUB,11290420.0,74083581952.0,,,,,143.484,1.62,9.884,,642.465,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,16.39,16.39,,13.631,16.0,11812.895,1.8,,,1298.446,14.66,,,89.445,,,,,45.171,0.51,,-7.759,-0.925,973.873,10.995,3.112,,10.53,,,,8.857,0.1,,0.61,,,,,153.227,1.73,,10.555,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1253.275,14.15,,9.886,3.264,3213.301,36.28,86.333,,,1.62,0.0,,,143.484,0.0,,9.884,0.0,,1451.673,133.373,,,,153.227,1.73,,10.555,,,,,0.0,0.0,,0.0,,,,,0.886,0.01,,0.061,
Cuba,2011,CUB,11298713.0,78036992000.0,,,,,143.379,1.62,9.683,,642.558,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,16.73,16.73,,-10.175,-13.571,10603.101,1.535,,,1326.7,14.99,,,89.6,,,,,46.023,0.52,,-3.738,-0.411,936.779,10.584,3.108,,10.75,,,,8.851,0.1,,0.598,,,,,154.0,1.74,,10.4,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1280.677,14.47,,3.774,1.369,3332.109,37.649,86.491,,,1.62,0.0,,,143.379,0.0,,9.683,0.0,,1480.7,119.801,,,,154.0,1.74,,10.4,,,,,0.0,0.0,,0.0,,,,,1.77,0.02,,0.12,
Cuba,2012,CUB,11309292.0,80388153344.0,,,,,148.55,1.68,9.672,,641.911,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,17.37,17.37,,8.839,10.589,11529.463,1.622,,,1374.976,15.55,,,89.522,,,,,49.517,0.56,,0.388,0.041,939.537,10.625,3.224,,11.15,,,,9.727,0.11,,0.633,,,,,160.93,1.82,,10.478,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1325.459,14.99,,-5.056,-1.904,3160.677,35.745,86.298,,,1.68,0.0,,,148.55,0.0,,9.672,0.0,,1535.905,130.39,,,,160.93,1.82,,10.478,,,,,0.884,0.01,,0.058,,,,,1.768,0.02,,0.115,
Cuba,2013,CUB,11321583.0,83013746688.0,,,,,133.374,1.51,8.31,,645.019,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,18.17,18.17,,-3.846,-5.015,11073.984,1.51,,,1448.561,16.4,,,90.259,,,,,49.463,0.56,,3.095,0.329,967.562,10.954,3.082,,11.72,,,,11.482,0.13,,0.715,,,,,156.339,1.77,,9.741,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1399.098,15.84,,-4.25,-1.519,3023.071,34.226,87.177,,,1.51,0.0,,,133.374,0.0,,8.31,0.0,,1604.899,125.375,,,,156.339,1.77,,9.741,,,,,9.716,0.11,,0.605,,,,,1.767,0.02,,0.11,
