country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Central and South America (Shift),1910,,,,,,,,,,,,,,,,,,,9.282,0.945,,11.12,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.518,-0.081,,2.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1911,,,,,,,,,,,,,,,,,,,10.791,1.2,,12.32,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.958,0.535,,2.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1912,,,,,,,,,,,,,,,,,,,5.206,0.641,,12.962,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.151,0.779,,3.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1913,,,,,,,,,,,,,,,,,,,-2.235,-0.29,,12.672,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.656,0.733,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1914,,,,,,,,,,,,,,,,,,,-11.827,-1.499,,11.173,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.793,0.291,,4.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1915,,,,,,,,,,,,,,,,,,,7.821,0.874,,12.047,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.204,1.838,,6.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1916,,,,,,,,,,,,,,,,,,,21.218,2.556,,14.603,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.245,0.977,,7.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1917,,,,,,,,,,,,,,,,,,,11.871,1.734,,16.337,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.307,1.721,,9.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1918,,,,,,,,,,,,,,,,,,,5.427,0.887,,17.223,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.665,1.244,,10.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1919,,,,,,,,,,,,,,,,,,,-2.989,-0.515,,16.709,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.921,-0.302,,10.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1920,,,,,,,,,,,,,,,,,,,-17.85,-2.982,,13.726,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.815,1.489,,11.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1921,,,,,,,,,,,,,,,,,,,10.715,1.471,,15.197,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.004,4.385,,15.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1922,,,,,,,,,,,,,,,,,,,-14.549,-2.211,,12.986,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.692,6.001,,21.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1923,,,,,,,,,,,,,,,,,,,7.612,0.989,,13.974,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.533,6.036,,27.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1924,,,,,,,,,,,,,,,,,,,16.865,2.357,,16.331,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.908,15.352,,43.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1925,,,,,,,,,,,,,,,,,,,-5.29,-0.864,,15.467,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.612,24.086,,67.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1926,,,,,,,,,,,,,,,,,,,2.832,0.438,,15.905,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.053,41.821,,109.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1927,,,,,,,,,,,,,,,,,,,-2.54,-0.404,,15.501,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.774,57.638,,166.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1928,,,,,,,,,,,,,,,,,,,0.967,0.15,,15.651,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.886,93.249,,260.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1929,,,,,,,,,,,,,,,,,,,9.937,1.555,,17.206,,,,,,,,,,,,,,,,,,,,,,,,,4.495,,4.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.093,57.464,,317.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1930,,,,,,,,,,,,,,,,,,,-4.062,-0.699,,16.507,,,,,,,,,,,,,,,,,,,,,,,,10.963,0.493,,4.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,0.57,,318.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1931,,,,,,,,,,,,,,,,,,,-20.785,-3.431,,13.076,,,,,,,,,,,,,,,,,,,,,,,,9.88,0.493,,5.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.183,-35.576,,282.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1932,,,,,,,,,,,,,,,,,,,-5.832,-0.763,,12.314,,,,,,,,,,,,,,,,,,,,,,,,8.992,0.493,,5.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.523,-1.477,,281.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1933,,,,,,,,,,,,,,,,,,,41.344,5.091,,17.405,,,,,,,,,,,,,,,,,,,,,,,,8.25,0.493,,6.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,2.5,,283.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1934,,,,,,,,,,,,,,,,,,,23.319,4.059,,21.463,,,,,,,,,,,,,,,,,,,,,,,,7.621,0.493,,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.523,46.857,,330.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1935,,,,,,,,,,,,,,,,,,,13.142,2.821,,24.284,,,,,,,,,,,,,,,,,,,,,,,,7.081,0.493,,7.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,25.377,,355.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1936,,,,,,,,,,,,,,,,,,,-4.574,-1.111,,23.173,,,,,,,,,,,,,,,,,,,,,,,,6.613,0.493,,7.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.272,18.759,,374.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1937,,,,,,,,,,,,,,,,,,,4.021,0.932,,24.105,,,,,,,,,,,,,,,,,,,,,,,,203.946,16.204,,24.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.117,64.116,,438.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1938,,,,,,,,,,,,,,,,,,,5.443,1.312,,25.417,,,,,,,,,,,,,,,,,,,,,,,,2.458,0.594,,24.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.004,8.792,,447.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1939,,,,,,,,,,,,,,,,,,,-1.042,-0.265,,25.152,,,,,,,,,,,,,,,,,,,,,,,,2.399,0.594,,25.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.828,35.03,,482.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1940,,,,,,,,,,,,,,,,,,,15.823,3.98,,29.132,,,,,,,,,,,,,,,,,,,,,,,,2.343,0.594,,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.736,-27.679,,454.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1941,,,,,,,,,,,,,,,,,,,1.694,0.494,,29.626,,,,,,,,,,,,,,,,,,,,,,,,2.289,0.594,,26.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.293,65.012,,519.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1942,,,,,,,,,,,,,,,,,,,16.084,4.765,,34.39,,,,,,,,,,,,,,,,,,,,,,,,2.238,0.594,,27.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.945,-150.469,,369.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1943,,,,,,,,,,,,,,,,,,,6.971,2.397,,36.788,,,,,,,,,,,,,,,,,,,,,,,,2.189,0.594,,27.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.809,58.394,,427.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1944,,,,,,,,,,,,,,,,,,,-2.284,-0.84,,35.947,,,,,,,,,,,,,,,,,,,,,,,,2.142,0.594,,28.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.44,143.049,,570.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1945,,,,,,,,,,,,,,,,,,,-0.613,-0.22,,35.727,,,,,,,,,,,,,,,,,,,,,,,,2.097,0.594,,28.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.302,104.472,,675.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1946,,,,,,,,,,,,,,,,,,,-4.595,-1.642,,34.085,,,,,,,,,,,,,,,,,,,,,,,,2.415,0.698,,29.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.921,100.762,,776.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1947,,,,,,,,,,,,,,,,,,,2.944,1.003,,35.088,,,,,,,,,,,,,,,,,,,,,,,,12.67,3.75,,33.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.857,84.259,,860.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1948,,,,,,,,,,,,,,,,,,,4.791,1.681,,36.77,,,,,,,,,,,,,,,,,,,,,,,,-7.721,-2.574,,30.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.925,93.994,,954.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1949,,,,,,,,,,,,,,,,,,,-1.356,-0.499,,36.271,,,,,,,,,,,,,,,,,,,,,,,,11.197,3.445,,34.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.792,-7.56,,946.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1950,,,,,,,,,,,,,,,,,,,13.792,5.002,,41.273,,,,,,,,,,,,,,,,,,,,,,,,24.555,8.402,,42.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.412,117.51,,1064.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1951,,,,,,,,,,,,,,,,,,,-2.353,-0.971,,40.302,,,,,,,,,,,,,,,,,,,,,,,,9.897,4.218,,46.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.288,141.421,,1205.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1952,,,,,,,,,,,,,,,,,,,3.428,1.382,,41.684,,,,,,,,,,,,,,,,,,,,,,,,-3.573,-1.673,,45.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.668,68.338,,1274.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1953,,,,,,,,,,,,,,,,,,,3.526,1.47,,43.154,,,,,,,,,,,,,,,,,,,,,,,,16.033,7.241,,52.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.657,-21.109,,1252.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1954,,,,,,,,,,,,,,,,,,,4.673,2.016,,45.17,,,,,,,,,,,,,,,,,,,,,,,,9.743,5.106,,57.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,89.202,,1342.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1955,,,,,,,,,,,,,,,,,,,8.94,4.038,,49.208,,,,,,,,,,,,,,,,,,,,,,,,6.768,3.892,,61.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.818,172.031,,1514.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1956,,,,,,,,,,,,,,,,,,,-0.514,-0.253,,48.956,,,,,,,,,,,,,,,,,,,,,,,,9.67,5.938,,67.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.828,209.375,,1723.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1957,,,,,,,,,,,,,,,,,,,-3.737,-1.829,,47.126,,,,,,,,,,,,,,,,,,,,,,,,18.621,12.539,,79.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84,221.296,,1944.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1958,,,,,,,,,,,,,,,,,,,10.208,4.811,,51.937,,,,,,,,,,,,,,,,,,,,,,,,12.29,9.817,,89.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.938,-96.041,,1848.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1959,,,,,,,,,,,,,,,,,,,0.467,0.243,,52.18,,,,,,,,,,,,,,,,,,,,,,,,2.106,1.889,,91.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.793,144.073,,1992.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1960,,,,,,,,,,,,,,,,,,,-3.185,-1.662,,50.517,,,,,,,,,,,,,,,,,,,,,,,,16.73,15.322,,106.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,104.03,,2096.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1961,,,,,,,,,,,,,,,,,,,9.164,4.629,,55.147,,,,,,,,,,,,,,,,,,,,,,,,18.463,19.738,,126.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.834,80.398,,2177.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1962,,,,,,,,,,,,,,,,,,,4.919,2.713,,57.86,,,,,,,,,,,,,,,,,,,,,,,,13.449,17.032,,143.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.106,198.257,,2375.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1963,,,,,,,,,,,,,,,,,,,3.315,1.918,,59.778,,,,,,,,,,,,,,,,,,,,,,,,7.354,10.566,,154.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.026,48.125,,2423.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1964,,,,,,,,,,,,,,,,,,,1.651,0.987,,60.765,,,,,,,,,,,,,,,,,,,,,,,,8.208,12.661,,166.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.585,111.125,,2534.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1965,,,,,,,,,,,,,,,,,,,2.02,1.228,,61.992,,,,,,,,,,,,,,,,,,,,,,,,8.269,13.8,,180.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.433,61.674,,2596.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1966,,,,,,,,,,,,,,,,,,,-1.952,-1.21,,60.782,,,,,,,,,,,,,,,,,,,,,,,,6.922,12.509,,193.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.414,-36.716,,2559.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and South America (Shift),1967,,,,,,,,,,,,,,,,,,,13.531,8.224,,69.007,,,,,,,,,,,,,,,,,,,,,,,,7.835,15.138,,208.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.661,170.507,,2730.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
