country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
North America,1950,,217078493.0,,,,,,,,,,,,,,,,,15.824,544.252,18351.551,3983.727,,,,,,,,,,,,,,,,,,,,,,,,15.422,262.759,9059.182,1966.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.048,245.753,15199.414,3299.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1951,,220921951.0,,,,,,,,,,,,,,,,,2.731,108.814,18524.83,4092.542,,,,,,,,,,,,,,,,,,,,,,,,18.757,368.875,10571.283,2335.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.205,468.701,17056.551,3768.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1952,,225040618.0,,,,,,,,,,,,,,,,,-11.674,-477.751,16062.834,3614.79,,,,,,,,,,,,,,,,,,,,,,,,7.505,175.268,11156.638,2510.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.385,89.854,17143.66,3858.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1953,,229381691.0,,,,,,,,,,,,,,,,,-3.949,-142.741,15136.555,3472.049,,,,,,,,,,,,,,,,,,,,,,,,4.868,122.208,11478.271,2632.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.322,128.151,17377.895,3986.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1954,,234024926.0,,,,,,,,,,,,,,,,,-13.493,-468.495,12834.331,3003.553,,,,,,,,,,,,,,,,,,,,,,,,4.287,112.881,11732.88,2745.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.552,-22.004,16939.08,3964.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1955,,238891598.0,,,,,,,,,,,,,,,,,15.913,477.952,14573.58,3481.506,,,,,,,,,,,,,,,,,,,,,,,,7.926,217.638,12404.894,2963.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.334,330.362,17976.893,4294.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1956,,243833832.0,,,,,,,,,,,,,,,,,7.585,264.057,15361.13,3745.563,,,,,,,,,,,,,,,,,,,,,,,,7.217,213.875,13030.595,3177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.619,284.272,18778.365,4578.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1957,,248844412.0,,,,,,,,,,,,,,,,,-2.533,-94.874,14670.571,3650.69,,,,,,,,,,,,,,,,,,,,,,,,6.537,207.714,13602.935,3385.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,19.236,18477.557,4598.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1958,,254195090.0,,,,,,,,,,,,,,,,,-16.408,-599.021,12005.224,3051.669,,,,,,,,,,,,,,,,,,,,,,,,4.839,163.787,13960.936,3548.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.994,-275.619,17004.332,4322.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1959,,259556906.0,,,,,,,,,,,,,,,,,0.006,0.171,11757.883,3051.84,,,,,,,,,,,,,,,,,,,,,,,,9.846,349.411,15018.72,3898.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.505,237.938,17569.771,4560.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1960,,264916376.0,,,,,,,,,,,,,,,,,0.501,15.292,11577.735,3067.132,,,,,,,,,,,,,,,,,,,,,,,,6.673,260.133,15696.822,4158.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,14.666,17269.68,4575.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1961,,269992478.0,,,,,,,,,,,,,,,,,-3.099,-95.04,11008.053,2972.092,,,,,,,,,,,,,,,,,,,,,,,,4.213,175.19,16050.577,4333.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.077,140.758,17466.334,4715.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1962,,275281702.0,,,,,,,,,,,,,,,,,4.274,127.033,11258.012,3099.125,,,,,,,,,,,,,,,,,,,,,,,,6.659,288.576,16790.479,4622.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.873,135.466,17622.84,4851.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1963,,280538351.0,,,,,,,,,,,,,,,,,8.278,256.539,11961.513,3355.663,,,,,,,,,,,,,,,,,,,,,,,,7.144,330.206,17652.906,4952.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.008,145.945,17812.859,4997.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1964,,285767926.0,,,,,,,,,,,,,,,,,5.711,191.654,12413.279,3547.317,,,,,,,,,,,,,,,,,,,,,,,,6.755,334.537,18500.518,5286.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.663,83.097,17777.666,5080.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,1965,,290870105.0,,,,31.044,9.03,,,,0.055,,,,11733.188,3412.834,,,4.42,156.804,12734.625,3704.122,,20.842,,,,,,56296.66,,,,,,52763.68,15347.377,,93.724,,,4467.994,,,15360.788,4.054,214.321,18912.826,5501.176,,27.285,,,,964.836,1121.773,326.29,3317.069,,5.892,,,1027.639,13.673,3.977,3532.982,,6.276,,,,,11.285,13.673,3.977,38.798,,0.069,,,7466.549,,,25669.701,13.627,692.287,19845.881,5772.573,,45.597,42.488,13.332,,,,45.836,,146.071,,,0.259,,16375.016,,,1016.354,,,3494.184,,6.207,,,,,,,,,,,,,,,,
North America,1966,,295724864.0,,1.993,0.18,31.143,9.21,,,,0.053,,4.501,153.601,12059.977,3566.435,,,3.763,139.394,12996.93,3843.515,,20.616,,,,5.647,924.672,58499.266,,5.679,871.559,,,54844.68,16218.936,,93.753,7.846,350.553,4818.547,,,16294.021,5.976,328.741,19713.99,5829.917,,27.853,,4.652,44.881,1009.717,1154.681,341.468,3414.379,,5.837,5.134,53.115,1080.754,20.27,5.994,3654.591,,6.247,,,50.722,5.724,17.009,20.27,5.994,57.517,,0.098,4.921,367.404,7833.953,,,26490.682,6.552,378.213,20799.018,6150.787,,45.284,44.818,14.062,,5.474,2.33,47.551,,151.551,,,0.259,,17299.688,4.614,47.391,1063.744,,,3597.074,,6.149,,,,,,,,,,,,,,,,
North America,1967,,300431421.0,,1.888,0.174,31.234,9.384,,,,0.052,,-1.781,-63.535,11659.564,3502.9,,,3.334,128.162,13219.913,3971.677,,19.552,,,,3.562,616.236,59633.988,,3.194,517.963,,,55709.547,16736.898,,93.419,5.284,254.6,5073.147,,,16886.207,5.936,346.075,20557.076,6175.992,,28.316,,9.083,91.714,1101.431,1239.83,372.484,3666.163,,6.148,9.024,98.274,1179.027,27.458,8.249,3924.447,,6.581,,,37.613,6.398,23.407,27.458,8.249,77.911,,0.131,4.173,326.897,8160.851,,,27163.771,7.087,435.9,21924.094,6586.687,,45.551,44.806,14.074,,0.082,-0.012,46.845,,149.138,,,0.25,,17915.924,8.554,91.876,1155.62,,,3846.535,,6.45,,,,,,,,,,,,,,,,
